orf	Mw	PI	Protein.Length	GRAVY.Score	Aromaticity.Score	CAI	Codon.Bias	FOP.Score	Ala	Cys	Asp	Glu	Phe	Gly	His	Ile	Lys	Leu	Met	Asn	Pro	Gln	Arg	Ser	Thr	Val	Trp	Tyr	INSTABILITY.INDEX..II.	ALIPHATIC.INDEX	mRNA	abundance	density	occupancy	transcripthl	transcriptsyn	halflife	noise	hydro	AP	ID	tAI	GC	helix	sheet	coil	TF	kinase	PPI	ePPI
YMR050C	198574.1	8.92	1755	-0.64	0.08	0.14	0.05	0.46	0.045584046	0.007977208	0.057549858	0.047293447	0.02962963	0.038746439	0.034757835	0.073504274	0.074074074	0.08034188	0.017663818	0.072364672	0.065527066	0.044444444	0.04045584	0.100854701	0.076353276	0.042165242	0.007977208	0.042735043	47.34	73.58	7.5	NA	0.06	0.62	NA	NA	NA	NA	0.192237	5184.97	0.385185	NA	0.383637	0.203989	0.110541	0.68547	2	NA	NA	0
YMR051C	49130.1	8.1	440	-0.82	0.08	0.14	0.05	0.46	0.05	0.006818182	0.05	0.036363636	0.029545455	0.034090909	0.029545455	0.052272727	0.056818182	0.052272727	0.027272727	0.086363636	0.095454545	0.063636364	0.031818182	0.118181818	0.088636364	0.040909091	0.006818182	0.043181818	51.18	55.04	5.2	NA	0.23	0.63	NA	NA	NA	NA	0.137545	524.924	0.527273	NA	0.408163	0.270455	0.00454545	0.725	2	NA	NA	0
YMR052C-A	14517.6	10.13	121	0.79	0.22	0.1	-0.07	0.41	0.024793388	0.016528926	0.016528926	0.024793388	0.157024793	0.05785124	0.041322314	0.123966942	0.066115702	0.123966942	0.016528926	0.016528926	0.016528926	0.041322314	0.041322314	0.049586777	0.024793388	0.074380165	0.008264463	0.05785124	32.48	110.49	NA	NA	1.28	0.74	NA	NA	NA	NA	1.03086	3368.32	0	NA	0.336066	0.710744	0.140496	0.14876	NA	NA	NA	0
YMR052W	24033.2	8.36	204	-0.94	0.09	0.11	-0.11	0.38	0.053921569	0.004901961	0.06372549	0.098039216	0.039215686	0.014705882	0.009803922	0.078431373	0.117647059	0.102941176	0.004901961	0.078431373	0.014705882	0.06372549	0.049019608	0.098039216	0.039215686	0.014705882	0.009803922	0.044117647	50.56	74.78	0.1	10.58871464	0.49	0.79	NA	NA	7	NA	0.111998	192.831	0.235294	0.3222426	0.346342	0.833333	0	0.166667	NA	NA	20	1
YMR053C	97821.7	6.61	850	-0.58	0.11	0.12	0	0.43	0.032941176	0.02	0.074117647	0.063529412	0.047058824	0.062352941	0.018823529	0.055294118	0.075294118	0.1	0.023529412	0.057647059	0.032941176	0.041176471	0.054117647	0.081176471	0.056470588	0.044705882	0.010588235	0.048235294	35.15	72.75	0.2	NA	0.18	0.7	NA	NA	NA	NA	0.232226	3272.99	0.170588	NA	0.38112	0.398824	0.0494118	0.551765	1	NA	4	1
YMR054W	101631.5	5.04	890	-0.05	0.11	0.16	0.12	0.5	0.056179775	0.007865169	0.057303371	0.06741573	0.062921348	0.062921348	0.023595506	0.069662921	0.047191011	0.11011236	0.039325843	0.046067416	0.029213483	0.041573034	0.043820225	0.06741573	0.053932584	0.062921348	0.016853933	0.033707865	37.72	88.81	1.9	10.0768156	0.18	0.85	18.37	16.62	33	NA	0.473523	11224.1	0.119101	NA	0.400673	0.510112	0.0606742	0.429213	1	NA	20	0
YMR055C	35033.2	8.73	306	-0.02	0.1	0.09	-0.01	0.41	0.045751634	0.019607843	0.058823529	0.029411765	0.049019608	0.032679739	0.009803922	0.075163399	0.052287582	0.140522876	0.029411765	0.039215686	0.062091503	0.058823529	0.052287582	0.08496732	0.062091503	0.045751634	0.009803922	0.04248366	40.4	97.47	0.3	NA	0.51	0.81	2.31	10.65	NA	NA	0.474422	1897.14	0.0784314	0.2927287	0.436482	0.594771	0.00653595	0.398693	1	NA	50	17
YMR056C	34137	10.16	309	0.01	0.12	0.12	0.16	0.51	0.087378641	0.009708738	0.048543689	0.025889968	0.064724919	0.110032362	0.009708738	0.042071197	0.067961165	0.1197411	0.029126214	0.022653722	0.01618123	0.042071197	0.058252427	0.071197411	0.061488673	0.055016181	0.009708738	0.048543689	18.42	84.58	0.4	NA	0.51	0.7	4.18	16.89	NA	NA	0.480714	3699.63	0.194175	0.3677954	0.486022	0.650485	0	0.349515	12	NA	16	4
YMR057C	14308	10.94	123	-0.29	0.11	0.06	-0.16	0.32	0.048780488	0.048780488	0.032520325	0.024390244	0.056910569	0.056910569	0.032520325	0.081300813	0.032520325	0.081300813	0.008130081	0.024390244	0.073170732	0.008130081	0.146341463	0.081300813	0.06504065	0.040650407	0.008130081	0.048780488	77.48	74.71	NA	NA	NA	NA	NA	NA	NA	NA	0.392074	928.632	0.138211	NA	0.483871	0.146341	0.317073	0.536585	NA	NA	NA	0
YMR058W	72310.3	4.37	636	-0.28	0.11	0.22	0.24	0.58	0.048742138	0.009433962	0.080188679	0.055031447	0.055031447	0.055031447	0.039308176	0.058176101	0.033018868	0.081761006	0.033018868	0.070754717	0.044025157	0.04245283	0.023584906	0.047169811	0.091194969	0.073899371	0.014150943	0.044025157	26.04	76.05	2.5	10.03617361	0.25	0.74	38.82	37.37	46	6.049	0.315602	5355.89	0.0849057	0.4065782	0.443747	0.102201	0.265723	0.632075	2	NA	74	8
YMR059W	14889.2	6.78	128	-0.31	0.09	0.09	-0.07	0.37	0.015625	0.015625	0.0546875	0.0625	0.0390625	0.03125	0.0234375	0.0703125	0.0546875	0.140625	0.0234375	0.0703125	0.0546875	0.03125	0.0546875	0.0859375	0.0703125	0.046875	0.015625	0.0390625	49.86	92.57	0.6	NA	0.67	0.8	2.94	18.06	NA	NA	0.313427	1903.91	0.164062	0.2894663	0.382428	0.257812	0.226562	0.515625	NA	NA	12	6
YMR060C	37493.2	7.4	327	-0.36	0.09	0.12	-0.04	0.4	0.042813456	0.01529052	0.06116208	0.064220183	0.039755352	0.042813456	0.012232416	0.051987768	0.088685015	0.134556575	0.018348624	0.070336391	0.018348624	0.051987768	0.036697248	0.094801223	0.036697248	0.064220183	0.012232416	0.042813456	43.82	90.56	0.3	10.62570884	0.3	0.77	7.25	11.41	21	NA	0.37758	2546.12	0.165138	0.3517867	0.365854	0.602446	0.0550459	0.342508	1	NA	16	5
YMR061W	79953.1	5.45	677	-0.64	0.13	0.15	0.05	0.46	0.035450517	0.011816839	0.048744461	0.087149188	0.051698671	0.032496307	0.007385524	0.051698671	0.079763663	0.107828656	0.025110783	0.079763663	0.026587888	0.05760709	0.044313146	0.084194978	0.050221566	0.041358936	0.017725258	0.059084195	45.85	71.81	1.1	12.38532318	0.53	0.7	15.95	10.68	7	-1.893	0.17422	3220.79	0.155096	0.3796241	0.352999	0.686854	0	0.313146	1	NA	49	29
YMR062C	47849.3	7.18	441	-0.1	0.07	0.17	0.15	0.52	0.077097506	0.015873016	0.063492063	0.045351474	0.040816327	0.072562358	0.004535147	0.065759637	0.079365079	0.092970522	0.027210884	0.065759637	0.022675737	0.034013605	0.029478458	0.079365079	0.083900227	0.074829932	0.006802721	0.01814059	25.99	89.44	0.7	NA	0.53	0.78	33.94	17.32	NA	NA	0.339747	1408.02	0.031746	0.4012088	0.402715	0.297052	0.204082	0.498866	1	NA	33	4
YMR063W	26692.8	6.22	239	0.62	0.1	0.1	0.04	0.44	0.046025105	0.029288703	0.033472803	0.037656904	0.046025105	0.041841004	0.025104603	0.075313808	0.033472803	0.138075314	0.050209205	0.025104603	0.041841004	0.029288703	0.020920502	0.108786611	0.066945607	0.09623431	0.016736402	0.037656904	45.88	112.02	NA	NA	0.42	0.59	NA	NA	NA	NA	0.943827	6946.33	0.1841	0.3183349	0.431945	0.481172	0.0753138	0.443515	1	NA	9	1
YMR064W	59766.4	9.77	518	-0.17	0.09	0.12	-0.05	0.41	0.054054054	0.015444015	0.038610039	0.05984556	0.052123552	0.028957529	0.027027027	0.102316602	0.084942085	0.11003861	0.021235521	0.077220077	0.044401544	0.030888031	0.048262548	0.063706564	0.052123552	0.048262548	0.005791506	0.034749035	44.43	96.58	0.3	8.977279923	0.19	0.73	5.03	23.17	84	NA	0.366001	3835.19	0.0482625	0.3354285	0.353886	0.571429	0.011583	0.416988	1	1	13	3
YMR065W	58418.4	4.53	504	-0.22	0.1	0.12	-0.05	0.4	0.035714286	0.017857143	0.067460317	0.077380952	0.047619048	0.033730159	0.009920635	0.067460317	0.069444444	0.126984127	0.045634921	0.077380952	0.013888889	0.035714286	0.031746032	0.087301587	0.049603175	0.051587302	0.017857143	0.035714286	35.9	89.02	0.3	NA	0.07	0.68	4.8	14.62	NA	NA	0.297547	3198.03	0.107143	0.3350924	0.355775	0.867063	0	0.132937	3	NA	14	4
YMR066W	104758.6	8.86	898	-0.42	0.1	0.12	-0.05	0.41	0.038975501	0.010022272	0.037861915	0.091314031	0.054565702	0.027839644	0.014476615	0.082405345	0.100222717	0.113585746	0.021158129	0.076837416	0.030066815	0.038975501	0.040089087	0.077951002	0.05233853	0.043429844	0.005567929	0.042316258	48.64	87.22	0.3	8.62935662	0.17	0.68	NA	NA	38	NA	0.261296	4155.62	0.151448	NA	0.338524	0.655902	0.00890869	0.335189	NA	NA	4	1
YMR067C	46970.4	9.44	416	-0.52	0.06	0.15	0.06	0.46	0.040865385	0.004807692	0.055288462	0.057692308	0.045673077	0.028846154	0.026442308	0.064903846	0.09375	0.105769231	0.024038462	0.074519231	0.079326923	0.045673077	0.03125	0.088942308	0.064903846	0.050480769	0.007211538	0.009615385	40.15	82.13	0.6	11.80170836	0.08	0.65	6.87	13.78	22	-0.37	0.177428	825.128	0.257212	0.3735062	0.394085	0.189904	0.165865	0.644231	NA	NA	8	3
YMR068W	47153.3	9.79	426	-0.54	0.05	0.09	-0.03	0.39	0.035211268	0.014084507	0.051643192	0.044600939	0.018779343	0.077464789	0.030516432	0.058685446	0.063380282	0.105633803	0.018779343	0.093896714	0.063380282	0.016431925	0.063380282	0.098591549	0.051643192	0.058685446	0.007042254	0.028169014	46.68	83.02	NA	10.20457114	0.08	0.65	NA	NA	58	NA	0.257093	1169.87	0.448357	0.2982556	0.438719	0.352113	0.0117371	0.63615	NA	1	18	8
YMR069W	32337.4	8.16	285	-0.32	0.09	0.08	0.01	0.43	0.073684211	0.031578947	0.056140351	0.059649123	0.035087719	0.070175439	0.049122807	0.045614035	0.042105263	0.084210526	0.028070175	0.038596491	0.042105263	0.010526316	0.084210526	0.059649123	0.052631579	0.077192982	0.007017544	0.052631579	43.06	74.67	NA	NA	0.12	0.67	NA	NA	30	NA	0.33728	2941.06	0.0842105	0.2786729	0.518648	0.326316	0.196491	0.477193	2	NA	2	0
YMR070W	54387.6	8.98	490	-1.14	0.06	0.13	0.02	0.45	0.079591837	0.008163265	0.032653061	0.010204082	0.020408163	0.032653061	0.065306122	0.036734694	0.034693878	0.055102041	0.018367347	0.202040816	0.073469388	0.095918367	0.018367347	0.1	0.044897959	0.032653061	0.006122449	0.032653061	54.07	50.07	0.6	10.72280753	0.32	0.73	NA	NA	5	-1.357	0.082766	92.0813	0.404082	0.3427973	0.422946	0.146939	0.0204082	0.832653	11	NA	36	8
YMR071C	18692.3	6.76	167	0.83	0.13	0.1	-0.03	0.44	0.071856287	0.017964072	0.02994012	0.035928144	0.083832335	0.065868263	0.017964072	0.155688623	0.035928144	0.095808383	0.02994012	0.053892216	0.023952096	0.02994012	0.023952096	0.065868263	0.035928144	0.077844311	0.011976048	0.035928144	28.93	123.72	4	NA	0.6	0.78	12.12	45.17	44	-0.933	1.1586	4831.08	0.0898204	0.323941	0.380952	0.724551	0.0179641	0.257485	1	NA	5	1
YMR072W	21575	10.24	183	-0.97	0.11	0.25	0.3	0.6	0.06557377	0	0.043715847	0.076502732	0.038251366	0.021857923	0.016393443	0.06010929	0.142076503	0.098360656	0.010928962	0.043715847	0.06010929	0.071038251	0.049180328	0.087431694	0.027322404	0.016393443	0.010928962	0.06010929	42.94	67.27	2.6	11.89557528	0.85	0.82	18	22.07	91	12.691	0.106328	498.677	0.513661	0.4425464	0.380435	0.606557	0	0.393443	1	NA	106	45
YMR073C	23193.3	10	201	-0.4	0.09	0.13	0.03	0.44	0.029850746	0.019900498	0.064676617	0.019900498	0.039800995	0.034825871	0.039800995	0.064676617	0.094527363	0.104477612	0.024875622	0.059701493	0.069651741	0.044776119	0.044776119	0.094527363	0.024875622	0.069651741	0.014925373	0.039800995	36.48	83.89	0.8	8.813781191	0.5	0.76	13.11	6.28	114	NA	0.287329	1574.66	0.343284	0.3331277	0.391089	0.208955	0.079602	0.711443	NA	NA	11	1
YMR074C	15970.6	4.5	145	-0.82	0.05	0.24	0.26	0.59	0.110344828	0	0.096551724	0.075862069	0.04137931	0.062068966	0.006896552	0.062068966	0.062068966	0.075862069	0.006896552	0.117241379	0.020689655	0.055172414	0.062068966	0.062068966	0.034482759	0.04137931	0	0.006896552	28.1	73.19	2.7	11.31628153	0.68	0.82	20.42	10.73	NA	0.348	0.220059	218.34	0.544828	0.4485878	0.413242	0.496552	0.0413793	0.462069	NA	NA	6	2
YMR075C-A	14035.5	8.7	121	0.41	0.17	0.14	0.05	0.43	0.016528926	0.016528926	0.041322314	0.033057851	0.115702479	0.024793388	0.008264463	0.05785124	0.066115702	0.198347107	0.024793388	0.049586777	0.016528926	0	0.024793388	0.181818182	0.049586777	0.016528926	0.024793388	0.033057851	34.82	102.58	NA	NA	NA	NA	NA	NA	NA	NA	0.698999	1672.01	0.0165289	NA	0.327868	0.454545	0.0991736	0.446281	NA	NA	4	4
YMR075W	78853.5	9.1	684	-0.93	0.08	0.16	0.03	0.46	0.014619883	0.021929825	0.064327485	0.061403509	0.045321637	0.030701754	0.019005848	0.071637427	0.112573099	0.07748538	0.010233918	0.106725146	0.045321637	0.042397661	0.036549708	0.121345029	0.051169591	0.027777778	0.011695906	0.027777778	46.63	64.91	0.2	8.924812504	0.05	0.69	NA	NA	37	NA	0.119124	1007.07	0.480994	0.3774978	0.342579	0.154971	0.0160819	0.828947	NA	NA	26	5
YMR076C	147024.2	6.18	1277	-0.32	0.1	0.16	0.05	0.47	0.051683634	0.006264683	0.072043853	0.069694597	0.050900548	0.026624902	0.019577134	0.086139389	0.090054816	0.11981206	0.01018011	0.059514487	0.036021926	0.034455756	0.037588097	0.07595928	0.059514487	0.047768207	0.007047768	0.039154268	36.91	94.06	0.7	12.91438513	0.12	0.74	10.61	29.1	35	-2.877	0.334684	9183.27	0.176194	0.3867336	0.350026	0.610807	0.00391543	0.385278	6	1	11	8
YMR077C	25630.2	5	221	-0.9	0.05	0.11	-0.07	0.39	0.036199095	0	0.063348416	0.122171946	0.027149321	0.027149321	0.018099548	0.049773756	0.104072398	0.122171946	0.031674208	0.081447964	0.027149321	0.058823529	0.045248869	0.07239819	0.049773756	0.045248869	0	0.018099548	53.08	78.87	0.8	9.871905238	0.45	0.74	3.35	16.36	124	NA	0.136568	66.018	0.665158	0.3347558	0.352853	0.687783	0	0.312217	NA	NA	27	5
YMR078C	84380.3	8.56	741	-0.51	0.08	0.14	0.01	0.44	0.048582996	0.012145749	0.070175439	0.05802969	0.037786775	0.045883941	0.01754386	0.079622132	0.089068826	0.099865047	0.018893387	0.075573549	0.044534413	0.043184885	0.047233468	0.078272605	0.047233468	0.048582996	0.014844804	0.02294197	41.76	84.86	0.4	NA	0.13	0.74	13.74	6.91	35	NA	0.243814	1770.79	0.363023	NA	0.380054	0.381916	0.0458839	0.5722	2	NA	43	18
YMR079W	34894	5.16	304	-0.47	0.12	0.3	0.34	0.62	0.0625	0.013157895	0.055921053	0.092105263	0.055921053	0.059210526	0.013157895	0.046052632	0.078947368	0.095394737	0.026315789	0.029605263	0.0625	0.036184211	0.046052632	0.072368421	0.036184211	0.049342105	0.009868421	0.059210526	44.91	70.61	2.7	16.36324501	0.76	0.77	21.55	30.26	149	-2.683	0.228007	311.493	0.200658	0.4775831	0.390163	0.355263	0.0723684	0.572368	2	1	52	21
YMR080C	109419.3	6.44	971	-0.39	0.08	0.2	0.2	0.54	0.060762101	0.019567456	0.056642636	0.067971164	0.040164779	0.054582904	0.022657055	0.05561277	0.061791967	0.101956746	0.014418126	0.058702369	0.045314109	0.051493306	0.05046344	0.082389289	0.046343975	0.066941298	0.01338826	0.028836251	34.65	82.62	1.3	12.57222651	0.37	0.59	19.74	16.48	18	0.396	0.277856	3085.88	0.138002	NA	0.395062	0.256437	0.132853	0.610711	1	1	52	22
YMR081C	37116.9	8.97	338	-0.84	0.06	0.14	0.11	0.47	0.044378698	0.017751479	0.038461538	0.041420118	0.032544379	0.038461538	0.050295858	0.038461538	0.038461538	0.085798817	0.00295858	0.112426036	0.050295858	0.026627219	0.059171598	0.215976331	0.047337278	0.029585799	0	0.029585799	57.96	60.56	NA	NA	0.46	0.7	NA	NA	NA	NA	0.127789	9.29598	0.553254	0.3369113	0.404129	0.153846	0.0236686	0.822485	3	NA	12	0
YMR082C	14105.8	12.19	118	-0.46	0.13	0.11	0.05	0.46	0.076271186	0	0.016949153	0.042372881	0.076271186	0.025423729	0.025423729	0.076271186	0.059322034	0.084745763	0.025423729	0.050847458	0.06779661	0.025423729	0.13559322	0.059322034	0.06779661	0.033898305	0.025423729	0.025423729	47.94	72.13	NA	NA	0.84	0.71	NA	NA	NA	NA	0.446237	635.164	0.245763	NA	0.431372	0.372881	0.152542	0.474576	2	NA	NA	0
YMR083W	40375	8.62	375	-0.04	0.08	0.3	0.37	0.64	0.082666667	0.018666667	0.048	0.053333333	0.032	0.104	0.024	0.058666667	0.085333333	0.088	0.013333333	0.032	0.042666667	0.026666667	0.029333333	0.069333333	0.050666667	0.096	0.013333333	0.032	26.68	91.21	8.1	13.50183718	0.42	0.85	45.34	53.88	NA	5.223	0.384736	1227.11	0.0906667	0.4706422	0.421986	0.229333	0.229333	0.541333	2	NA	31	2
YMR084W	29265.5	6.17	262	-0.26	0.09	0.16	0.12	0.5	0.045801527	0.026717557	0.053435115	0.072519084	0.038167939	0.072519084	0.038167939	0.064885496	0.072519084	0.110687023	0.011450382	0.06870229	0.034351145	0.019083969	0.026717557	0.06870229	0.061068702	0.064885496	0	0.049618321	39.82	88.98	0.1	NA	0.38	0.69	NA	NA	NA	NA	0.31909	974.733	0.0267176	NA	0.397972	0.221374	0.217557	0.561069	2	NA	34	2
YMR085W	48497.7	6.51	432	-0.03	0.07	0.14	0.08	0.49	0.064814815	0.032407407	0.053240741	0.074074074	0.034722222	0.048611111	0.023148148	0.101851852	0.071759259	0.090277778	0.020833333	0.041666667	0.032407407	0.032407407	0.043981481	0.076388889	0.048611111	0.071759259	0.009259259	0.027777778	37.45	98.01	0.2	NA	0.23	0.72	NA	NA	NA	NA	0.41663	3876.36	0.0138889	NA	0.396459	0.423611	0.162037	0.414352	NA	NA	15	3
YMR086C-A	13411.3	11.06	112	0.09	0.14	0.07	-0.14	0.34	0.026785714	0.035714286	0.008928571	0.035714286	0.080357143	0.035714286	0.035714286	0.098214286	0.071428571	0.116071429	0.008928571	0.017857143	0.053571429	0.008928571	0.116071429	0.0625	0.0625	0.0625	0.008928571	0.053571429	37.7	95.57	NA	NA	1.39	0.73	NA	NA	NA	NA	0.660676	1301.03	0.0982143	NA	0.336284	0.330357	0.258929	0.410714	NA	NA	NA	0
YMR086W	105918.6	10.42	960	-1.22	0.04	0.12	0.03	0.44	0.05	0.002083333	0.0375	0.079166667	0.025	0.054166667	0.016666667	0.032291667	0.10625	0.058333333	0.013541667	0.090625	0.060416667	0.052083333	0.055208333	0.152083333	0.0625	0.036458333	0.001041667	0.014583333	53.48	48.97	0.3	NA	0.1	0.61	13.01	8.6	40	0.732	0.0725162	58.0496	0.948958	0.3536608	0.407215	0.075	0	0.925	1	1	24	0
YMR087W	32067.6	7.56	284	-0.07	0.1	0.1	-0.06	0.4	0.049295775	0.028169014	0.045774648	0.049295775	0.042253521	0.080985915	0.042253521	0.088028169	0.056338028	0.102112676	0.035211268	0.049295775	0.059859155	0.028169014	0.038732394	0.056338028	0.038732394	0.049295775	0.01056338	0.049295775	53.22	89.97	0.4	NA	0.55	0.83	4.63	5.88	NA	NA	0.376157	734.943	0.0387324	0.3208982	0.390643	0.320423	0.133803	0.545775	9	NA	2	0
YMR088C	62649.9	9.02	562	0.52	0.13	0.12	0.05	0.45	0.06227758	0.016014235	0.021352313	0.037366548	0.072953737	0.065836299	0.010676157	0.087188612	0.042704626	0.138790036	0.017793594	0.040925267	0.033807829	0.028469751	0.033807829	0.101423488	0.058718861	0.069395018	0.014234875	0.046263345	40.87	111.33	0.6	NA	0.18	0.73	22.98	12.61	NA	NA	0.850603	14681.6	0.104982	0.3426562	0.386619	0.697509	0.00355872	0.298932	4	NA	3	0
YMR089C	93277.3	7.66	825	-0.57	0.08	0.17	0.15	0.52	0.072727273	0.006060606	0.061818182	0.08969697	0.043636364	0.064242424	0.015757576	0.059393939	0.092121212	0.08969697	0.019393939	0.055757576	0.048484848	0.032727273	0.059393939	0.054545455	0.041212121	0.059393939	0.008484848	0.025454545	40.04	77.87	2.6	13.48934624	0.19	0.82	17.62	14.92	29	0.568	0.301025	4776.81	0.266667	0.4204026	0.39992	0.429091	0.0654545	0.505455	1	NA	56	19
YMR090W	24880.7	5.45	227	-0.13	0.07	0.19	0.21	0.55	0.088105727	0.008810573	0.061674009	0.070484581	0.035242291	0.066079295	0.004405286	0.066079295	0.079295154	0.088105727	0.017621145	0.061674009	0.026431718	0.026431718	0.044052863	0.079295154	0.039647577	0.101321586	0.004405286	0.030837004	28	94.37	1.1	9.459431619	0.69	0.75	3.36	10.44	109	NA	0.367285	652.446	0.0440529	0.4290887	0.404971	0.312775	0.136564	0.550661	1	NA	49	10
YMR091C	49623	4.58	435	-0.88	0.08	0.14	-0.01	0.43	0.048275862	0.004597701	0.085057471	0.108045977	0.036781609	0.059770115	0.022988506	0.059770115	0.062068966	0.071264368	0.011494253	0.071264368	0.03908046	0.027586207	0.066666667	0.073563218	0.055172414	0.055172414	0.004597701	0.036781609	52.81	67.6	1.8	11.77725532	0.36	0.8	12.8	20.31	116	0.407	0.134125	423.94	0.264368	0.3926793	0.392202	0.250575	0.103448	0.645977	NA	NA	43	19
YMR092C	67310	5.27	615	-0.26	0.09	0.18	0.18	0.53	0.048780488	0.01300813	0.069918699	0.050406504	0.043902439	0.081300813	0.021138211	0.06504065	0.061788618	0.071544715	0.011382114	0.045528455	0.037398374	0.03902439	0.032520325	0.12195122	0.058536585	0.084552846	0.021138211	0.021138211	37.44	80.45	2.1	13.43827206	0.58	0.71	23.11	13.59	NA	0.085	0.282658	3156.33	0.0276423	0.4054377	0.409632	0	0.515447	0.484553	1	NA	41	10
YMR093W	57700.2	9.76	513	-0.43	0.08	0.15	0.09	0.48	0.068226121	0.009746589	0.052631579	0.046783626	0.038986355	0.046783626	0.029239766	0.046783626	0.06042885	0.091617934	0.015594542	0.052631579	0.04288499	0.046783626	0.064327485	0.101364522	0.068226121	0.074074074	0.013645224	0.029239766	42.07	77.55	1.1	8.483815777	0.06	0.61	9.58	52.44	122	2.249	0.301218	1106.15	0.0935673	0.3727562	0.405318	0.157895	0.341131	0.500975	1	NA	127	82
YMR094W	56349.6	9.53	478	-0.37	0.12	0.12	-0.03	0.42	0.031380753	0.012552301	0.060669456	0.064853556	0.054393305	0.029288703	0.016736402	0.081589958	0.089958159	0.106694561	0.014644351	0.066945607	0.029288703	0.027196653	0.062761506	0.081589958	0.041841004	0.064853556	0.018828452	0.043933054	45.44	88.19	0.1	NA	NA	NA	NA	NA	NA	NA	0.291877	2354.14	0.144351	0.3258553	0.347947	0.328452	0.177824	0.493724	NA	NA	48	18
YMR095C	24905.9	7.2	224	-0.02	0.08	0.14	0.07	0.47	0.075892857	0.026785714	0.049107143	0.053571429	0.058035714	0.058035714	0.035714286	0.066964286	0.058035714	0.09375	0.017857143	0.049107143	0.044642857	0.040178571	0.040178571	0.0625	0.0625	0.080357143	0.008928571	0.017857143	38.89	89.42	NA	NA	0.7	0.7	-242.15	0.03	NA	NA	0.443191	2504.76	0.09375	0.3699519	0.401482	0.25	0.276786	0.473214	1	NA	8	0
YMR096W	31809.2	5.27	297	0.03	0.04	0.18	0.23	0.57	0.101010101	0.016835017	0.060606061	0.084175084	0.026936027	0.084175084	0.02020202	0.074074074	0.080808081	0.070707071	0.043771044	0.02020202	0.037037037	0.02020202	0.037037037	0.074074074	0.037037037	0.101010101	0.006734007	0.003367003	35.58	93.47	0.3	NA	0.34	0.69	52.01	6.07	NA	NA	0.421325	609.818	0.141414	0.4508508	0.42953	0.447811	0.0707071	0.481481	1	NA	10	0
YMR097C	42159.1	10.02	367	-0.51	0.08	0.1	-0.02	0.41	0.029972752	0.005449591	0.049046322	0.057220708	0.032697548	0.068119891	0.019073569	0.059945504	0.079019074	0.111716621	0.029972752	0.092643052	0.04359673	0.027247956	0.065395095	0.051771117	0.059945504	0.065395095	0.010899183	0.040871935	26.12	84.17	0.3	10.67065625	0.09	0.69	14.58	6.36	69	NA	0.223833	510.71	0.114441	0.330441	0.368659	0.359673	0.114441	0.525886	NA	NA	13	2
YMR098C	70432.6	9.82	612	-0.45	0.08	0.14	0.06	0.46	0.037581699	0.011437908	0.045751634	0.066993464	0.044117647	0.047385621	0.027777778	0.062091503	0.083333333	0.124183007	0.014705882	0.081699346	0.026143791	0.035947712	0.058823529	0.083333333	0.050653595	0.058823529	0.013071895	0.026143791	47.79	88.45	0.4	11.2467406	0.26	0.67	10.22	8.9	NA	NA	0.262736	3405.15	0.22549	0.3631363	0.368135	0.44281	0.0473856	0.509804	7	NA	31	1
YMR099C	33949.1	6.05	297	-0.38	0.1	0.29	0.33	0.62	0.047138047	0.006734007	0.047138047	0.080808081	0.033670034	0.053872054	0.03030303	0.057239057	0.087542088	0.104377104	0.02020202	0.04040404	0.057239057	0.050505051	0.016835017	0.057239057	0.070707071	0.070707071	0.026936027	0.04040404	30.46	83.11	1.7	13.06676193	0.78	0.88	42.66	12.66	NA	10.404	0.239673	755.771	0.0572391	0.4657987	0.385906	0.013468	0.393939	0.592593	NA	NA	8	1
YMR100W	72248.4	6.88	620	-0.64	0.1	0.13	-0.04	0.42	0.033870968	0.022580645	0.066129032	0.074193548	0.04516129	0.022580645	0.017741935	0.053225806	0.074193548	0.087096774	0.019354839	0.077419355	0.035483871	0.030645161	0.061290323	0.090322581	0.075806452	0.059677419	0.016129032	0.037096774	38.8	69.93	0.8	6.965784285	0.16	0.59	5.04	25.4	74	NA	0.22703	4992	0.198387	0.3416251	0.362319	0.304839	0.0354839	0.659677	NA	1	6	2
YMR101C	40216.5	10.03	343	-0.23	0.12	0.13	-0.05	0.4	0.037900875	0.014577259	0.043731778	0.058309038	0.072886297	0.034985423	0.026239067	0.069970845	0.093294461	0.096209913	0.040816327	0.049562682	0.040816327	0.026239067	0.055393586	0.081632653	0.04664723	0.06122449	0.014577259	0.034985423	48.36	79.86	NA	NA	0.29	0.77	NA	NA	NA	NA	0.387472	4508.01	0.180758	0.3640454	0.341086	0.504373	0.0991254	0.396501	1	NA	15	4
YMR102C	94266.7	8.95	834	-0.7	0.08	0.13	0.01	0.43	0.045563549	0.013189448	0.057553957	0.061151079	0.045563549	0.045563549	0.032374101	0.04676259	0.069544365	0.07793765	0.019184652	0.068345324	0.040767386	0.03117506	0.06235012	0.133093525	0.063549161	0.050359712	0.009592326	0.026378897	39.98	64.36	1	9.071462363	0.12	0.66	5.65	13.04	23	NA	0.171815	705.72	0.26259	0.3548035	0.400399	0.0239808	0.323741	0.652278	1	1	2	0
