orf,localization,GPI,First signal position,SRP dependent,Loop,ORF length (codons),Signal to stop codon length,Pronounced direct SRP binding,Position of direct SRP binding,SRP binding unambiguously assigned,SRP prerecruitment
YNL041C,Cytonuclear,No,,,,839,,,,,
YNL042W,Cytonuclear,No,,,,396,,,,,
YNL042W-B,Cytonuclear,No,,,,85,,,,,
YNL044W,TMD,No,73,,,176,103,No,,,No
YNL045W,Exception,No,,,,671,,,,,
YNL046W,TMD,No,99,,,172,73,,,,
YNL047C,Cytonuclear,No,,,,656,,,,,
YNL048W,TMD,No,22,Dependent,No,548,526,No,,,Yes
YNL049C,Cytonuclear,No,,,,876,,,,,
YNL050C,Cytonuclear,No,,,,270,,,,,
YNL051W,Cytonuclear,No,,,,403,,,,,
YNL052W,mito,No,,,,153,,,,,
YNL053W,Cytonuclear,No,,,,489,,,,,
YNL054W,TMD,No,920,,,1165,245,Yes,974,Yes,Yes
YNL054W-A,Cytonuclear,No,,,,440,,,,,
YNL054W-B,Cytonuclear,No,,,,1749,,,,,
YNL055C,mito,No,,,,283,,,,,
YNL056W,Cytonuclear,No,,,,197,,,,,
YNL058C,Exception,No,,,No,316,,,,,
YNL059C,Cytonuclear,No,,,,755,,,,,
YNL061W,Cytonuclear,No,,,,618,,,,,
YNL062C,Cytonuclear,No,,,,478,,,,,
YNL063W,mito,No,,,,314,,,,,
YNL064C,Cytonuclear,No,,,,409,,,,,
YNL065W,TMD,No,100,,,586,486,Yes,161,No,No
YNL066W,SS,No,3,Independent,Yes,420,417,No,,,Yes
YNL067W,Cytonuclear,No,,,,191,,,,,
YNL067W-B,Exception,No,,,,46,,,,,
YNL068C,Cytonuclear,No,,,,862,,,,,
YNL069C,Cytonuclear,No,,,,198,,,,,
YNL070W,mito,No,,,,60,,,,,
YNL071W,mito,No,,,,482,,,,,
YNL072W,Cytonuclear,No,,,,307,,,,,
YNL073W,mito,No,,,,576,,,,,
YNL074C,Cytonuclear,No,,,,452,,,,,
YNL075W,Cytonuclear,No,,,,290,,,,,
YNL076W,Cytonuclear,No,,,,584,,,,,
YNL077W,Cytonuclear,No,,,,528,,,,,
YNL078W,Cytonuclear,No,,,,407,,,,,
YNL079C,Cytonuclear,No,,,,199,,,,,
YNL080C,TMD,No,133,,,366,233,Yes,250,No,Yes
YNL081C,mito,No,,,,143,,,,,
YNL082W,Cytonuclear,No,,,,873,,,,,
YNL083W,mito,No,,,,494,,,,,
YNL084C,Cytonuclear,No,,,,349,,,,,
YNL085W,Cytonuclear,No,,,,830,,,,,
YNL086W,Cytonuclear,No,,,,102,,,,,
YNL087W,TMD,No,103,,No,1178,1075,No,,,Yes
YNL088W,Cytonuclear,No,,,,1428,,,,,
YNL090W,Cytonuclear,No,,,,192,,,,,
YNL091W,Cytonuclear,No,,,,1240,,,,,
YNL092W,Cytonuclear,No,,,,400,,,,,
YNL093W,Cytonuclear,No,,,,220,,,,,
YNL094W,Cytonuclear,No,,,,587,,,,,
YNL095C,TMD,No,19,Dependent,,642,623,No,,,Yes
YNL096C,Cytonuclear,No,,,,190,,,,,
YNL097C,Cytonuclear,No,,,,330,,,,,
YNL097C-B,Cytonuclear,No,,,,40,,,,,
YNL098C,Cytonuclear,No,,,,322,,,,,
YNL099C,Cytonuclear,No,,,,238,,,,,
YNL100W,mito,No,,,,234,,,,,
YNL101W,TMD,No,302,,,713,411,Yes,439,No,Yes
YNL102W,Cytonuclear,No,,,,1468,,,,,
YNL103W,Cytonuclear,No,,,,672,,,,,
YNL104C,mito,No,,,,619,,,,,
YNL106C,Cytonuclear,No,,,,1183,,,,,
YNL107W,Cytonuclear,No,,,,226,,,,,
YNL108C,Cytonuclear,No,,,,270,,,,,
YNL110C,Cytonuclear,No,,,,220,,,,,
YNL111C,TA,No,98,,No,120,22,,,,
YNL112W,Cytonuclear,No,,,,546,,,,,
YNL113W,Cytonuclear,No,,,,142,,,,,
YNL115C,TMD,No,80,,Yes,644,564,Yes,141,No,Yes
YNL116W,Cytonuclear,No,,,,522,,,,,
YNL117W,Cytonuclear,No,,,,554,,,,,
YNL118C,Cytonuclear,No,,,,970,,,,,
YNL119W,Cytonuclear,No,,,,493,,,,,
YNL121C,mito,No,,,,617,,,,,
YNL122C,mito,No,,,,115,,,,,
YNL123W,Cytonuclear,No,,,,997,,,,,
YNL124W,Cytonuclear,No,,,,492,,,,,
YNL125C,TMD,No,210,,,673,463,Yes,307,No,Yes
YNL126W,Cytonuclear,No,,,,846,,,,,
YNL127W,Cytonuclear,No,,,,953,,,,,
YNL128W,Cytonuclear,No,,,,434,,,,,
YNL129W,Exception,No,,,,240,,,,,
YNL130C,TMD,No,41,Dependent,,393,352,Yes,133,Yes,Yes
YNL130C-A,Cytonuclear,No,,,,48,,,,,
YNL131W,Exception,No,,,,152,,,,,
YNL132W,Cytonuclear,No,,,,1056,,,,,
YNL133C,Cytonuclear,No,,,,173,,,,,
YNL134C,Cytonuclear,No,,,,376,,,,,
YNL135C,Cytonuclear,No,,,,114,,,,,
YNL136W,Cytonuclear,No,,,,425,,,,,
YNL137C,mito,No,,,,486,,,,,
YNL138W,Cytonuclear,No,,,,526,,,,,
YNL138W-A,Cytonuclear,No,,,,85,,,,,
YNL139C,Exception,No,,,,1597,,,,,
YNL140C,Cytonuclear,No,,,,189,,,,,
YNL141W,Cytonuclear,No,,,,347,,,,,
YNL142W,TMD,No,33,Dependent,,499,466,,,,
YNL143C,Exception,No,,,,130,,,,,
YNL144C,Cytonuclear,No,,,,740,,,,,
YNL145W,Cytonuclear,No,,,,38,,,,,
YNL146C-A,Exception,No,,,,64,,,,,
YNL146W,TMD,No,13,Dependent,,100,87,,,,
YNL147W,Cytonuclear,No,,,,115,,,,,
YNL148C,Cytonuclear,No,,,,254,,,,,
YNL149C,TMD,No,23,Dependent,No,129,106,No,,,Yes
YNL151C,Cytonuclear,No,,,,251,,,,,
YNL152W,Cytonuclear,No,,,,409,,,,,
YNL153C,Cytonuclear,No,,,,129,,,,,
YNL154C,Cytonuclear,No,,,,546,,,,,
YNL155W,Cytonuclear,No,,,,274,,,,,
YNL156C,Exception,No,,,Yes,299,,,,,
YNL157W,Cytonuclear,No,,,,168,,,,,
YNL158W,Exception,No,,Independent,No,198,,,,,
YNL159C,TMD,No,120,,Yes,289,169,Yes,268,No,Yes
YNL160W,SS,No,3,Independent,Yes,354,351,No,,,Yes
YNL161W,Cytonuclear,No,,,,756,,,,,
YNL162W,Cytonuclear,No,,,,106,,,,,
YNL162W-A,Cytonuclear,No,,,,72,,,,,
YNL163C,Cytonuclear,No,,,,1110,,,,,
YNL164C,Cytonuclear,No,,,,351,,,,,
YNL165W,Cytonuclear,No,,,,406,,,,,
YNL166C,Cytonuclear,No,,,,448,,,,,
YNL167C,Cytonuclear,No,,,,647,,,,,
YNL168C,mito,No,,,,259,,,,,
YNL169C,mito,No,,,,500,,Yes,175,,
YNL172W,Exception,No,,,,1748,,,,,
YNL173C,Cytonuclear,No,,,,366,,,,,
YNL175C,Cytonuclear,No,,,,403,,,,,
YNL176C,TMD,No,457,,,636,179,,,,
YNL177C,mito,No,,,,309,,,,,
YNL178W,Cytonuclear,No,,,,240,,,,,
YNL180C,Cytonuclear,No,,,,331,,,,,
YNL181W,TMD,No,289,,No,407,118,Yes,352,Yes,No
YNL182C,Cytonuclear,No,,,,555,,,,,
YNL183C,Cytonuclear,No,,,,790,,,,,
YNL184C,Cytonuclear,No,,,,108,,,,,
YNL185C,mito,No,,,,158,,,,,
YNL186W,Cytonuclear,No,,,,792,,,,,
YNL187W,Cytonuclear,No,,,,357,,,,,
YNL188W,TA,No,412,,,433,21,,,,
YNL189W,Cytonuclear,No,,,,542,,,,,
YNL190W,SS,Yes,4,Independent,Yes,204,200,,,,
YNL191W,Cytonuclear,No,,,,357,,,,,
YNL192W,Exception,No,,,Yes,1131,,,,,
YNL193W,Cytonuclear,No,,,,558,,,,,
YNL194C,TMD,No,7,Dependent,,301,294,,,,
YNL195C,Cytonuclear,No,,,,261,,,,,
YNL196C,Cytonuclear,No,,,,298,,,,,
YNL197C,Cytonuclear,No,,,,661,,,,,
YNL199C,Cytonuclear,No,,,,534,,,,,
YNL200C,Cytonuclear,No,,,,246,,,,,
YNL201C,Cytonuclear,No,,,,858,,,,,
YNL202W,Cytonuclear,No,,,,292,,,,,
YNL204C,Cytonuclear,No,,,,300,,,,,
YNL206C,Cytonuclear,No,,,,455,,,,,
YNL207W,Cytonuclear,No,,,,425,,,,,
YNL208W,Cytonuclear,No,,,,199,,,,,
YNL209W,Cytonuclear,No,,,,613,,,,,
YNL210W,Cytonuclear,No,,,,270,,,,,
YNL211C,mito,No,,,,86,,,,,
YNL212W,Cytonuclear,No,,,,782,,,,,
YNL213C,mito,No,,,,214,,,,,
YNL214W,TMD,No,34,,,199,165,No,,,Yes
YNL215W,Cytonuclear,No,,,,320,,,,,
YNL216W,Cytonuclear,No,,,,827,,,,,
YNL217W,TMD,No,11,Dependent,,326,315,No,,,Yes
YNL218W,Cytonuclear,No,,,,587,,,,,
YNL219C,SSTMD,No,5,Independent,No,555,550,No,,,Yes
YNL220W,Cytonuclear,No,,,,433,,,,,
YNL221C,Exception,No,,,,875,,,,,
YNL222W,Cytonuclear,No,,,,206,,,,,
YNL223W,Cytonuclear,No,,,,494,,,,,
YNL224C,Cytonuclear,No,,,,767,,,,,
YNL225C,Cytonuclear,No,,,,581,,,,,
YNL227C,Cytonuclear,No,,,,590,,,,,
YNL229C,Cytonuclear,No,,,,354,,,,,
YNL230C,Cytonuclear,No,,,,379,,,,,
YNL231C,Cytonuclear,No,,,,351,,,,,
YNL232W,Cytonuclear,No,,,,292,,,,,
YNL233W,Cytonuclear,No,,,,892,,,,,
YNL234W,Cytonuclear,No,,,,426,,,,,
YNL236W,Cytonuclear,No,,,,974,,Yes,743,,
YNL237W,Exception,No,,Independent,,459,,,,,
YNL238W,SSTMD,No,7,Independent,Yes,814,807,No,,,Yes
YNL239W,mito,No,,,,454,,,,,
YNL240C,Cytonuclear,No,,,,491,,,,,
YNL241C,Cytonuclear,No,,,,505,,,,,
YNL242W,Exception,No,,,,1592,,,,,
YNL243W,Cytonuclear,No,,,,968,,,,,
YNL244C,Cytonuclear,No,,,,108,,,,,
YNL245C,Cytonuclear,No,,,,179,,,,,
YNL246W,Cytonuclear,No,,,,264,,,,,
YNL247W,Cytonuclear,No,,,,767,,,,,
YNL248C,Cytonuclear,No,,,,415,,,,,
YNL249C,Cytonuclear,No,,,,542,,,,,
YNL250W,Cytonuclear,No,,,,1312,,,,,
YNL251C,Cytonuclear,No,,,,575,,,,,
YNL252C,mito,No,,,,281,,,,,
YNL253W,Cytonuclear,No,,,,422,,,,,
YNL254C,Cytonuclear,No,,,,401,,,,,
YNL255C,Cytonuclear,No,,,,153,,,,,
YNL256W,mito,No,,,,824,,,,,
YNL257C,Exception,No,,,,1229,,,,,
YNL258C,Cytonuclear,No,,,,754,,,,,
YNL259C,Cytonuclear,No,,,,73,,,,,
YNL260C,Cytonuclear,No,,,,198,,,,,
YNL261W,Cytonuclear,No,,,,479,,,,,
YNL262W,Cytonuclear,No,,,,2222,,,,,
YNL263C,TMD,No,154,,Yes,314,160,No,,,No
YNL264C,Cytonuclear,No,,,,350,,,,,
YNL265C,Cytonuclear,No,,,,298,,,,,
YNL267W,Cytonuclear,No,,,,1066,,,,,
YNL268W,TMD,No,114,,Yes,611,497,No,,,Yes
YNL269W,Cytonuclear,No,,,,131,,,,,
YNL270C,TMD,No,74,,,573,499,,,,
YNL271C,Cytonuclear,No,,,,1953,,,,,
YNL272C,Cytonuclear,No,,,,759,,,,,
YNL273W,Cytonuclear,No,,,,1238,,,,,
YNL274C,Cytonuclear,No,,,,350,,,,,
YNL275W,Exception,No,,,,576,,,,,
YNL277W,Cytonuclear,No,,,,486,,,,,
YNL277W-A,Exception,No,,,,62,,,,,
YNL278W,Cytonuclear,No,,,,1060,,,,,
YNL279W,Exception,No,,Dependent,,661,,,,,
YNL280C,TMD,No,12,Dependent,No,438,426,No,,,Yes
YNL281W,Cytonuclear,No,,,,153,,,,,
YNL282W,Cytonuclear,No,,,,195,,,,,
YNL283C,SSTMD,No,10,Independent,No,503,493,No,,,Yes
YNL284C,mito,No,,,,322,,,,,
YNL284C-A,Cytonuclear,No,,,,440,,,,,
YNL284C-B,Cytonuclear,No,,,,1755,,,,,
YNL286W,Cytonuclear,No,,,,285,,,,,
YNL287W,Cytonuclear,No,,,,935,,,,,
YNL288W,Exception,No,,,,373,,,,,
YNL289W,Cytonuclear,No,,,,279,,,,,
YNL290W,Cytonuclear,No,,,,340,,,,,
YNL291C,SS,No,4,Independent,,548,544,No,,,Yes
YNL292W,Cytonuclear,No,,,,403,,,,,
YNL293W,Cytonuclear,No,,,,633,,,,,
YNL294C,TMD,No,93,,,533,440,,,,
YNL295W,Cytonuclear,No,,,,524,,,,,
YNL297C,Cytonuclear,No,,,,1636,,,,,
YNL298W,Cytonuclear,No,,,,842,,,,,
YNL299W,Exception,No,,,,642,,,,,
YNL300W,SS,Yes,3,Independent,Yes,102,99,No,,,No
YNL301C,Cytonuclear,No,,,,186,,,,,
YNL302C,Cytonuclear,No,,,,144,,,,,
YNL304W,Cytonuclear,No,,,,417,,,,,
YNL305C,TMD,No,54,Independent,No,297,243,Yes,137,No,Yes
YNL306W,mito,No,,,,217,,,,,
YNL307C,Cytonuclear,No,,,,375,,,,,
YNL308C,Cytonuclear,No,,,,591,,,,,
YNL309W,Cytonuclear,No,,,,420,,,,,
YNL310C,mito,No,,,,174,,,,,
YNL311C,Cytonuclear,No,,,,763,,,,,
YNL312W,Cytonuclear,No,,,,273,,,,,
YNL313C,Cytonuclear,No,,,,904,,,,,
YNL314W,Cytonuclear,No,,,,255,,,,,
YNL315C,mito,No,,,,318,,,,,
YNL316C,Cytonuclear,No,,,,334,,,,,
YNL317W,Cytonuclear,No,,,,465,,,,,
YNL318C,TMD,No,57,Independent,,540,483,,,,
YNL320W,SS,No,9,Independent,No,284,275,No,,,Yes
YNL321W,TMD,No,242,,,908,666,Yes,349,Yes,Yes
YNL322C,SSTMD,No,6,Independent,No,313,307,No,,,Yes
YNL323W,TMD,No,75,,Yes,414,339,Yes,150,Yes,Yes
YNL325C,Cytonuclear,No,,,,879,,,,,
YNL326C,TMD,No,7,Dependent,,336,329,No,,,Yes
YNL327W,SS,Yes,4,Independent,Yes,1041,1037,No,,,Yes
YNL328C,mito,No,,,,146,,,,,
YNL329C,Exception,No,,,,1030,,,,,
YNL330C,Cytonuclear,No,,,,433,,,,,
YNL331C,Cytonuclear,No,,,,376,,,,,
YNL332W,Cytonuclear,No,,,,340,,,,,
YNL333W,Cytonuclear,No,,,,298,,,,,
YNL334C,Exception,No,,,,222,,,,,
YNL335W,Cytonuclear,No,,,,225,,,,,
YNL336W,TMD,No,46,Independent,,381,335,,,,
YNL339C,Exception,No,,,,1852,,,,,
YNR001C,mito,No,,,,479,,,,,
YNR002C,Exception,No,,,,282,,,,,
YNR003C,Cytonuclear,No,,,,317,,,,,
YNR004W,Cytonuclear,No,,,,146,,,,,
YNR006W,Cytonuclear,No,,,,622,,,,,
YNR007C,Cytonuclear,No,,,,310,,,,,
YNR008W,TMD,No,80,,No,661,581,No,,,Yes
YNR009W,Cytonuclear,No,,,,249,,,,,
YNR010W,Cytonuclear,No,,,,149,,,,,
YNR011C,Cytonuclear,No,,,,876,,,,,
YNR012W,Exception,No,,,,501,,,,,
YNR013C,Exception,No,,,No,894,,,,,
YNR014W,Cytonuclear,No,,,,212,,,,,
YNR015W,Exception,No,,,,384,,,,,
YNR016C,Cytonuclear,No,,,,2233,,,,,
YNR017W,mito,No,,,,222,,,,,
YNR018W,mito,No,,,,224,,,,,
YNR019W,TMD,No,217,,No,642,425,Yes,279,No,No
YNR020C,Cytonuclear,No,,,,270,,,,,
YNR021W,Exception,No,,Dependent,Yes,404,,,,,
YNR022C,mito,No,,,,139,,,,,
YNR023W,Cytonuclear,No,,,,566,,,,,
YNR024W,Cytonuclear,No,,,,186,,,,,
YNR026C,Exception,No,,,No,471,,,,,
YNR027W,Cytonuclear,No,,,,317,,,,,
YNR028W,SSTMD,No,4,Independent,No,308,304,No,,,Yes
YNR029C,Cytonuclear,No,,,,429,,,,,
YNR030W,Exception,No,,,No,551,,,,,
YNR031C,Cytonuclear,No,,,,1579,,,,,
YNR032C-A,Cytonuclear,No,,,,73,,,,,
YNR032W,Cytonuclear,No,,,,368,,,,,
YNR033W,Cytonuclear,No,,,,787,,,,,
YNR034W,Cytonuclear,No,,,,321,,,,,
YNR034W-A,Cytonuclear,No,,,,98,,,,,
YNR035C,Cytonuclear,No,,,,342,,,,,
YNR036C,Exception,No,,,,153,,,,,
YNR037C,Cytonuclear,No,,,,91,,,,,
YNR038W,Cytonuclear,No,,,,629,,,,,
YNR039C,TMD,No,227,,,605,378,Yes,288,No,Yes
YNR040W,mito,No,,,,256,,,,,
YNR041C,mito,No,,,,372,,,,,
YNR043W,Exception,No,,,,396,,,,,
YNR044W,SS,Yes,8,Independent,No,725,717,No,,,Yes
YNR045W,mito,No,,,,489,,,,,
YNR046W,Cytonuclear,No,,,,135,,,,,
YNR047W,Cytonuclear,No,,,,893,,,,,
YNR048W,TMD,No,46,Dependent,,393,347,Yes,104,Yes,Yes
YNR049C,Cytonuclear,No,,,,210,,,,,
YNR050C,Exception,No,,,,446,,,,,
YNR051C,Cytonuclear,No,,,,515,,,,,
YNR052C,mito,No,,,,433,,,,,
YNR053C,Cytonuclear,No,,,,486,,,,,
YNR054C,Cytonuclear,No,,,,316,,,,,
YNR055C,Exception,No,,,Yes,586,,,,,
YNR056C,TMD,No,47,Dependent,No,561,514,,,,
YNR057C,Cytonuclear,No,,,,237,,,,,
YNR058W,Cytonuclear,No,,,,480,,,,,
YNR059W,SS,No,11,Dependent,,580,569,,,,
YNR060W,SSTMD,No,2,Independent,,719,717,,,,
YNR061C,TMD,No,15,Dependent,No,219,204,No,,,Yes
YNR062C,TMD,No,14,Dependent,,327,313,,,,
YNR063W,Exception,No,,,,607,,,,,
YNR064C,Cytonuclear,No,,,,290,,,,,
YNR065C,TMD,No,937,,,1116,179,,,,
YNR066C,SS,No,3,Independent,,436,433,,,,
YNR067C,SS,No,3,Independent,No,1117,1114,Yes,75,Yes,Yes
YNR068C,Cytonuclear,No,,,,272,,,,,
YNR069C,Cytonuclear,No,,,,489,,,,,
YNR070W,Exception,No,,,,1333,,,,,
YNR071C,Cytonuclear,No,,,,342,,,,,
YNR072W,TMD,No,51,Dependent,,564,513,,,,
YNR073C,Cytonuclear,No,,,,502,,,,,
YNR074C,Exception,No,,,,378,,,,,
YNR075C-A,Cytonuclear,No,,,,30,,,,,
YNR075W,TMD,No,37,Independent,,374,337,Yes,96,No,Yes
YNR076W,SS,No,4,,,113,109,,,,
YNR077C,Cytonuclear,No,,,,84,,,,,
YOL001W,Cytonuclear,No,,,,293,,,,,
YOL002C,TMD,No,80,,Yes,317,237,No,,,Yes
YOL003C,TMD,No,7,Dependent,,378,371,No,,,Yes
YOL004W,mito,No,,,,1536,,,,,
YOL005C,Cytonuclear,No,,,,120,,,,,
YOL006C,Cytonuclear,No,,,,769,,,,,
YOL007C,SSTMD,No,11,Independent,No,341,330,No,,,Yes
YOL008W,Exception,No,,,,207,,,,,
YOL009C,mito,No,,,,271,,,,,
YOL010W,Cytonuclear,No,,,,367,,,,,
YOL011W,SS,Yes,10,Independent,No,686,676,No,,,Yes
YOL012C,Cytonuclear,No,,,,134,,,,,
YOL013C,TMD,No,10,Dependent,,551,541,Yes,70,No,Yes
YOL013W-A,Cytonuclear,No,,,,63,,,,,
YOL014W,Cytonuclear,No,,,,124,,,,,
YOL015W,Cytonuclear,No,,,,586,,,,,
YOL016C,Cytonuclear,No,,,,447,,,,,
YOL017W,Cytonuclear,No,,,,714,,,,,
YOL018C,TMD,No,318,,No,397,79,,,,
YOL019W,TMD,No,7,Dependent,No,551,544,No,,,Yes
YOL019W-A,Exception,No,,,,50,,,,,
YOL020W,TMD,No,86,,Yes,592,506,No,,,Yes
YOL021C,Cytonuclear,No,,,,1001,,,,,
YOL022C,Cytonuclear,No,,,,408,,,,,
YOL023W,mito,No,,,,676,,,,,
YOL024W,Cytonuclear,No,,,,172,,,,,
YOL025W,Cytonuclear,No,,,,660,,,,,
YOL026C,Exception,No,,,,113,,,,,
YOL027C,mito,No,,,,573,,,,,
YOL028C,Cytonuclear,No,,,,245,,,,,
YOL029C,Cytonuclear,No,,,,201,,,,,
YOL030W,SS,Yes,6,Independent,Yes,484,478,No,,,No
YOL031C,SS,No,4,Independent,Yes,421,417,No,,,Yes
YOL032W,Cytonuclear,No,,,,246,,,,,
YOL033W,mito,No,,,,536,,,,,
YOL034W,Cytonuclear,No,,,,1093,,,,,
YOL036W,Cytonuclear,No,,,,761,,,,,
YOL038C-A,Cytonuclear,No,,,,31,,,,,
YOL038W,Cytonuclear,No,,,,254,,,,,
YOL039W,Exception,No,,,,106,,,,,
YOL040C,Cytonuclear,No,,,,142,,,,,
YOL041C,Cytonuclear,No,,,,459,,,,,
YOL042W,mito,No,,,,363,,,,,
YOL043C,mito,No,,,,380,,,,,
YOL044W,Exception,No,,,,383,,,,,
YOL045W,Cytonuclear,No,,,,1101,,,,,
YOL047C,TMD,No,92,,,356,264,,,,
YOL048C,Exception,No,,,,342,,,,,
YOL049W,Cytonuclear,No,,,,491,,,,,
YOL051W,Cytonuclear,No,,,,1081,,,,,
YOL052C,Cytonuclear,No,,,,396,,,,,
YOL052C-A,SS,Yes,6,Independent,No,61,55,,,,
YOL053W,TMD,No,157,,,395,238,,,,
YOL054W,Cytonuclear,No,,,,406,,,,,
YOL055C,Cytonuclear,No,,,,551,,,,,
YOL056W,Cytonuclear,No,,,,303,,,,,
YOL057W,Cytonuclear,No,,,,711,,,,,
YOL058W,Cytonuclear,No,,,,420,,,,,
YOL059W,Cytonuclear,No,,,,440,,,,,
YOL060C,TMD,No,19,Dependent,Yes,706,687,Yes,128,No,Yes
YOL061W,Cytonuclear,No,,,,496,,,,,
YOL062C,Cytonuclear,No,,,,491,,,,,
YOL063C,Cytonuclear,No,,,,957,,,,,
YOL064C,Cytonuclear,No,,,,357,,,,,
YOL065C,Exception,No,,,,384,,,,,
YOL066C,Cytonuclear,No,,,,591,,,,,
YOL067C,Cytonuclear,No,,,,177,,,,,
YOL068C,Exception,No,,,,503,,,,,
YOL069W,Cytonuclear,No,,,,451,,,,,
YOL070C,Cytonuclear,No,,,,501,,,,,
YOL071W,mito,No,,,,162,,,,,
YOL072W,Cytonuclear,No,,,,455,,,,,
YOL073C,Exception,No,,Dependent,No,322,,,,,
YOL075C,TMD,No,375,,,1294,919,Yes,548,No,Yes
YOL076W,Cytonuclear,No,,,,796,,,,,
YOL077C,Cytonuclear,No,,,,291,,,,,
YOL077W-A,mito,No,,,,68,,,,,
YOL078W,Cytonuclear,No,,,,1176,,,,,
YOL080C,Cytonuclear,No,,,,289,,,,,
YOL081W,Exception,No,,,,3079,,,,,
YOL082W,Cytonuclear,No,,,,415,,,,,
YOL083W,Cytonuclear,No,,,,412,,,,,
YOL084W,TMD,No,8,Dependent,,991,983,,,,
YOL086C,Cytonuclear,No,,,,348,,,,,
YOL086W-A,Cytonuclear,No,,,,90,,,,,
YOL087C,Cytonuclear,No,,,,1116,,,,,
YOL088C,SS,No,7,Independent,No,277,270,No,,,Yes
YOL089C,Exception,No,,,,1030,,,,,
YOL090W,Cytonuclear,No,,,,964,,,,,
YOL091W,Cytonuclear,No,,,,609,,,,,
YOL092W,TMD,No,13,Dependent,No,308,295,No,,,Yes
YOL093W,Cytonuclear,No,,,,293,,,,,
YOL094C,Cytonuclear,No,,,,323,,,,,
YOL095C,Cytonuclear,No,,,,706,,,,,
YOL096C,mito,No,,,,312,,,,,
YOL097C,Cytonuclear,No,,,,432,,,,,
YOL097W-A,Cytonuclear,No,,,,61,,,,,
YOL098C,Cytonuclear,No,,,,1037,,,,,
YOL100W,Cytonuclear,No,,,,1081,,,,,
YOL101C,TMD,No,65,,,312,247,Yes,109,Yes,Yes
YOL102C,Cytonuclear,No,,,,230,,,,,
YOL103W,TMD,No,106,,,609,503,Yes,212,No,Yes
YOL103W-A,Cytonuclear,No,,,,440,,,,,
YOL103W-B,Cytonuclear,No,,,,1755,,,,,
YOL104C,Exception,No,,,,352,,,,,
YOL105C,SSTMD,No,22,Independent,,556,534,,,,
YOL107W,Exception,No,,Independent,No,342,,,,,
YOL108C,Cytonuclear,No,,,,151,,,,,
YOL109W,Cytonuclear,No,,,,113,,,,,
YOL110W,Exception,No,,,,237,,,,,
YOL111C,Cytonuclear,No,,,,212,,,,,
YOL112W,Cytonuclear,No,,,,492,,,,,
YOL113W,Cytonuclear,No,,,,655,,,,,
YOL114C,Exception,No,,,,202,,,,,
YOL115W,Exception,No,,,,584,,,,,
YOL116W,Cytonuclear,No,,,,382,,,,,
YOL117W,Cytonuclear,No,,,,645,,,,,
YOL119C,TMD,No,97,,Yes,501,404,Yes,193,No,Yes
YOL120C,Cytonuclear,No,,,,186,,,,,
YOL121C,Cytonuclear,No,,,,144,,,,,
YOL122C,TMD,No,74,,No,575,501,Yes,199,No,Yes
YOL123W,Cytonuclear,No,,,,534,,,,,
YOL124C,Exception,No,,,,433,,,,,
YOL125W,Cytonuclear,No,,,,476,,,,,
YOL126C,Cytonuclear,No,,,,377,,,,,
YOL127W,Cytonuclear,No,,,,142,,,,,
YOL128C,Cytonuclear,No,,,,375,,,,,
YOL129W,TMD,No,25,Dependent,No,184,159,Yes,152,No,Yes
YOL130W,Exception,No,,,,859,,,,,
YOL131W,Cytonuclear,No,,,,108,,,,,
YOL132W,SS,Yes,3,Independent,,471,468,,,,
YOL133W,Cytonuclear,No,,,,121,,,,,
YOL135C,Cytonuclear,No,,,,222,,,,,
YOL136C,Cytonuclear,No,,,,397,,,,,
YOL137W,TMD,No,74,,Yes,497,423,Yes,141,Yes,Yes
YOL138C,Cytonuclear,No,,,,1341,,,,,
YOL139C,Cytonuclear,No,,,,213,,,,,
YOL140W,mito,No,,,,423,,,,,
YOL141W,Exception,No,,,,695,,,,,
YOL142W,Cytonuclear,No,,,,240,,,,,
YOL143C,Cytonuclear,No,,,,169,,,,,
YOL144W,Cytonuclear,No,,,,484,,,,,
YOL145C,Cytonuclear,No,,,,1077,,,,,
YOL146W,Cytonuclear,No,,,,194,,,,,
YOL147C,Cytonuclear,No,,,,236,,,,,
YOL148C,Cytonuclear,No,,,,604,,,,,
YOL149W,Cytonuclear,No,,,,231,,,,,
YOL151W,Cytonuclear,No,,,,342,,,,,
YOL152W,TMD,No,46,Dependent,,620,574,Yes,138,No,Yes
YOL154W,SS,No,8,Independent,Yes,249,241,,,,
YOL155C,SS,Yes,8,Independent,,967,959,,,,
YOL155W-A,Cytonuclear,No,,,,44,,,,,
YOL156W,Exception,No,,,,567,,,,,
YOL157C,Cytonuclear,No,,,,589,,,,,
YOL158C,TMD,No,131,,Yes,606,475,No,,,Yes
YOL159C,SS,No,4,,,171,167,No,,,Yes
YOL159C-A,Cytonuclear,No,,,,90,,,,,
YOL161C,SS,No,4,Independent,,120,116,,,,
YOL162W,Exception,No,,Dependent,,215,,,,,
YOL163W,TMD,No,21,Dependent,,169,148,,,,
YOL164W,Cytonuclear,No,,,,646,,,,,
YOL164W-A,Exception,No,,,,60,,,,,
YOL165C,Cytonuclear,No,,,,143,,,,,
YOL166W-A,Exception,No,,,,51,,,,,
YOR001W,Cytonuclear,No,,,,733,,,,,
YOR002W,Exception,No,,Dependent,No,544,,,,,
YOR003W,SS,No,3,Independent,,478,475,,,,
YOR004W,mito,No,,,,254,,,,,
YOR005C,Cytonuclear,No,,,,944,,,,,
