uniprot,gene,name
P91180,C50F2.6 CELE_C50F2.6,fkb-5
H2KAP9,CELE_T06A10.1 T06A10.1,mel-46
O46007,CELE_ZK228.1 ZK228.1,
Q94411,CELE_ZK678.2 ZK678.2,nhr-255
Q22229,CELE_T05C12.8 T05C12.8,
Q21863,CELE_R09D1.7 R09D1.7,chil-20
Q965R6,CELE_Y97E10B.2 Y97E10B.2,srsx-5
Q9TZD7,CELE_Y47G7B.1 Y47G7B.1,srh-128
O45836,CELE_T26E4.2 T26E4.2,
G5EBR6,CELE_Y48E1C.1 Y48E1C.1,
D5MCU0,C53A5.5 CELE_C53A5.5,kcnl-4
Q18391,C33G8.7 CELE_C33G8.7,nhr-161
G5ECM8,CELE_F17B5.5 F17B5.5,clec-110
H2L0A3,CELE_H04J21.3 H04J21.3,gip-1
Q8MPS7,CELE_ZK354.2 ZK354.2,
Q7JP62,CELE_F14D12.6 F14D12.6,octr-1
Q95Y76,CELE_Y119C1B.1 Y119C1B.1,
A0A1X7RBI4,CELE_T10E9.14 T10E9.14,
A0A0K3AT19,CELE_Y46H3C.1 Y46H3C.1,srw-100
Q8MXF8,CELE_T17A3.12 T17A3.12,
H2L0E2,CELE_K04C2.3 K04C2.3,
Q9TYK2,CELE_Y8A9A.6 Y8A9A.6,ins-32
Q0MQ67,CELE_D2096.13 D2096.13,
Q93797,CELE_F55B12.6 F55B12.6,str-165
O45016,CELE_W01B11.2 W01B11.2,sulp-6
G5EC54,CELE_F47A4.1 F47A4.1,lgc-47
O18226,CELE_Y57G11B.3 Y57G11B.3,
Q9BKX2,CELE_Y22D7AR.2 Y22D7AR.2,
O44189,CELE_F33D4.6 F33D4.6,
A0A078BS51,CELE_Y105C5A.15 Y105C5A.15,
O61822,B0511.3 CELE_B0511.3,fbxa-125
Q7YTT3,C06B8.10 CELE_C06B8.10,srh-218
Q9XVB5,C54E10.3 CELE_C54E10.3,
I2HAG9,CELE_M176.1 M176.1,arrd-3
A5Z2T7,CELE_ZC434.6 ZC434.6,aph-2
B3WFW7,C01A2.2 CELE_C01A2.2,
Q23181,CELE_W06A11.2 W06A11.2,gadr-4
Q21729,CELE_R04F11.4 R04F11.4,twk-13
Q9XV43,CELE_F36D1.7 F36D1.7,
A0A0M7REP9,CELE_H27D07.3 H27D07.3,srw-143
A0T4F5,CELE_T09E11.12 T09E11.12,
O02092,CELE_F43E2.2 F43E2.2,rpb-4
V6CKC3,CELE_Y48G8AL.10 Y48G8AL.10,
Q9U339,CELE_W06G6.2 W06G6.2,
Q9TYZ6,CELE_F58E2.2 F58E2.2,
Q564Q9,CELE_Y6G8.5 Y6G8.5,
U4PMK7,C50A2.2 CELE_C50A2.2,cec-2
Q18390,C33F10.12 CELE_C33F10.12,
A0A2K5ATP7,C08B11.3 CELE_C08B11.3,swsn-7
I2HAE6,CELE_Y38F2AL.12 Y38F2AL.12,
O61939,CELE_T24A6.8 T24A6.8,nhr-221
W6SBC4,CELE_K12C11.4 K12C11.4,dapk-1
Q304E2,CELE_F20A1.7 F20A1.7,twk-11
Q9GYT3,CELE_F35F10.1 F35F10.1,
A0A0K3AXG8,CELE_W07G4.6 W07G4.6,srr-1
Q7YWP7,CELE_Y47D3A.32 Y47D3A.32,
Q93791,CELE_F54F3.1 F54F3.1,nid-1
A0A131MAP5,CELE_F33D11.4 F33D11.4,ceh-12
Q19710,CELE_F22B5.6 F22B5.6,
Q19030,CELE_E02C12.6 E02C12.6,
A0A131MD22,CELE_F17A2.1 F17A2.1,xtr-2
Q18728,C50B8.4 CELE_C50B8.4,
O17633,C33A12.13 CELE_C33A12.13,sru-2
Q20014,CELE_F35B12.6 F35B12.6,tag-290
Q9N2W3,CELE_Y94H6A.1 Y94H6A.1,nhr-277
A0A2K5ATT9,B0244.10 CELE_B0244.10,
O44922,CELE_W10G11.1 W10G11.1,
F1LIN3,CELE_F11E6.8 F11E6.8,
Q965H1,CELE_Y47G7B.3 Y47G7B.3,sri-60
C0VXV7,CELE_Y55F3BL.4 Y55F3BL.4,
A0A0K3ASI0,CELE_Y50D4B.4 Y50D4B.4,
Q8I7G1,CELE_F59A3.2 F59A3.2,
U4PBY2,CELE_Y66H1A.6 Y66H1A.6,hum-8
Q18853,C54G4.8 CELE_C54G4.8,cyc-1
H2KZW2,CELE_F59G1.8 F59G1.8,
A0A238ULT2,CELE_F53C3.13 F53C3.13,plpp-1.1
A0A2C9C3H6,C54F6.20 CELE_C54F6.20,
O45259,C17H1.8 CELE_C17H1.8,pals-7
H2KYX5,C23H3.9 CELE_C23H3.9,
A0A0K3ARC0,CELE_Y105E8B.1 Y105E8B.1,lev-11
Q21562,CELE_M195.1 M195.1,col-77
G5EDQ1,CELE_Y75D11A.1 Y75D11A.1,
A0A4V0IIT3,CELE_K02H8.1 K02H8.1,mbl-1
E5QCE3,CELE_T13C5.2 T13C5.2,
O44523,CELE_R07C12.3 R07C12.3,
Q9XVX5,CELE_ZK1128.8 ZK1128.8,vps-29
O01324,CELE_F18A11.2 F18A11.2,
Q20135,CELE_F38A3.1 F38A3.1,col-81
B7WN68,C06C3.12 CELE_C06C3.12,
G5EEM8,C06H5.8 CELE_C06H5.8,
Q8MPS4,CELE_Y15E3A.5 Y15E3A.5,
G4SDC8,CELE_T24E12.13 T24E12.13,
O45562,CELE_F54B8.4 F54B8.4,
Q9NAJ6,CELE_Y38E10A.15 Y38E10A.15,nspe-7
E1B6S3,B0024.14 CELE_B0024.14,crm-1
G1K0Y7,CELE_F20E11.18 F20E11.18,
U4PBH5,B0212.1 CELE_B0212.1,otpl-1
O01662,CELE_T28F2.6 T28F2.6,col-50
Q17953,C14A4.6 CELE_C14A4.6,
Q9GUJ2,CELE_Y45G5AM.6 Y45G5AM.6,
Q9U2J0,CELE_Y40B1B.8 Y40B1B.8,slc-25a46
O01524,CELE_F19F10.9 F19F10.9,
Q5R3Y7,CELE_F26F12.3 F26F12.3,
Q19010,CELE_D2096.10 D2096.10,
Q20018,CELE_F35C11.3 F35C11.3,
O61909,CELE_H27D07.3 H27D07.3,srw-143
Q18662,C46H3.2 CELE_C46H3.2,
O44956,C34B2.2 CELE_C34B2.2,kbp-5
Q9N5I7,CELE_K09D9.8 K09D9.8,srh-8
A7LPE4,CELE_ZK1098.10 ZK1098.10,unc-16
I2HAB4,CELE_ZK822.10 ZK822.10,
D0FK02,CELE_Y116A8C.10 Y116A8C.10,
W6RRP4,CELE_T09A12.4 T09A12.4,nhr-66
Q22629,CELE_T21B6.1 T21B6.1,dgn-1
X5LX98,CELE_T28C6.1 T28C6.1,grsp-2
Q9BKR5,CELE_Y82E9BR.18 Y82E9BR.18,
Q9TYI5,,Cehd-15
Q93637,CELE_F29G6.3 F29G6.3,hpo-34
H2KYB2,C01B7.1 CELE_C01B7.1,sup-37
H2KMK5,CELE_Y38E10A.21 Y38E10A.21,rgs-4
A0A486WXG9,CELE_F54D11.4 F54D11.4,
Q10923,B0286.4 CELE_B0286.4,ntl-2
H2L0L8,CELE_Y73B6BL.5 Y73B6BL.5,seu-1
Q5ZR36,CELE_T07H8.4 T07H8.4,mec-1
Q9U2U0,CELE_Y116A8C.35 Y116A8C.35,uaf-2
Q9GNP3,,lec-7
G3MU72,CELE_LLC1.2 LLC1.2,
A0A3P6NIH1,CELE_F46G11.1 F46G11.1,twnk-1
Q58AA9,CELE_T24F1.3 T24F1.3,rsf-1
Q95ZL1,CELE_M03F4.2 M03F4.2,act-4
Q564V2,CELE_T22A3.3 T22A3.3,lst-1
Q23142,CELE_W03B1.3 W03B1.3,
Q9N4H7,CELE_Y71F9AL.17 Y71F9AL.17,copa-1
U4PBK8,CELE_T05A6.2 T05A6.2,cki-2
Q21900,CELE_R10E4.2 R10E4.2,sup-26
Q2Q3B5,,D1005.1
I6ZKX2,,fbn-1
A0A0K3AVH5,C23F12.1 CELE_C23F12.1,fln-2
A0A0K3AW68,CELE_ZK6.7 ZK6.7,lipl-5
H2FLF9,C41C4.5 CELE_C41C4.5,unc-105
A0A0S4XQZ9,C08G5.4 CELE_C08G5.4,snt-6
Q19660,CELE_F21C10.10 F21C10.10,
Q18805,C53B7.2 CELE_C53B7.2,
A0A078BPM1,CELE_Y105C5B.21 Y105C5B.21,jac-1
Q4W502,CELE_W03G9.9 W03G9.9,
H2L299,CELE_F40F8.5 F40F8.5,
Q86NF7,,vab-10
Q94135,,
I6YQ22,,fbn-1
A9D4E4,CELE_F13H6.1 F13H6.1,bcl-11
O18287,CELE_ZK1010.8 ZK1010.8,
Q19346,CELE_F11C1.5 F11C1.5,vwa-8
Q6BEV6,CELE_F49E2.5 F49E2.5,
I2HAA1,CELE_F55A11.6 F55A11.6,
Q86MN9,CELE_ZK1127.9 ZK1127.9,tcer-1
P90915,CELE_K07A1.10 K07A1.10,
A0A061ADP1,CELE_Y67A10A.6 Y67A10A.6,ssu-2
Q95018,CELE_M01H9.2 M01H9.2,
G5EGM2,CELE_F21A10.1 F21A10.1,ncs-4
H2KYI8,C14A11.3 CELE_C14A11.3,cgef-1
Q27476,C36A4.2 CELE_C36A4.2,cyp-25a2
Q18394,C33G8.9 CELE_C33G8.9,nhr-140
F1LIM7,CELE_T11A5.6 T11A5.6,clp-9
H2FLM2,C26H9A.2 CELE_C26H9A.2,wdfy-3
W6RRX0,CELE_Y92H12A.4 Y92H12A.4,ints-3
C8JQP1,CELE_F37C12.10 F37C12.10,
Q9BKN9,CELE_F37B4.13 F37B4.13,srh-240
O17054,C02H6.2 CELE_C02H6.2,fbxa-105
Q9TXQ9,CELE_D1007.16 D1007.16,eaf-1
G3MU23,CELE_ZC455.1 ZC455.1,
O44835,CELE_F54D12.1 F54D12.1,
G5EEC6,CELE_F07B7.7 F07B7.7,
O44615,CELE_R09B5.2 R09B5.2,cnc-1
Q17897,C10C5.1 CELE_C10C5.1,pezo-1
Q93636,CELE_F29G6.3 F29G6.3,hpo-34
A4F310,CELE_F38A1.4 F38A1.4,clec-167
Q7YTK2,CELE_W01D2.6 W01D2.6,
D3DEL6,CELE_Y105C5B.1413 Y105C5B.1413,
A0A0K3ASW2,CELE_T19A5.2 T19A5.2,gck-1
Q9XXF0,CELE_Y43C5A.4 Y43C5A.4,
H2KYR5,CELE_D1009.3 D1009.3,ensh-1
V6CLS8,CELE_Y65B4A.2 Y65B4A.2,
Q9XX12,CELE_Y39A1A.17 Y39A1A.17,
Q9XU17,CELE_H25K10.4 H25K10.4,
H2KZF7,CELE_R03G5.6 R03G5.6,
I2HA85,CELE_R07B7.6 R07B7.6,
O61888,CELE_K10C9.6 K10C9.6,str-67
Q564T0,CELE_ZK849.2 ZK849.2,gopc-1
Q9UAV8,CELE_F46E10.1 F46E10.1,acs-1
H2KYF8,C04G6.1 CELE_C04G6.1,mpk-2
O02320,CELE_T15D6.4 T15D6.4,bgnt-1.7
Q18573,C42D4.2 CELE_C42D4.2,cest-10
Q9TYR2,CELE_H04M03.11 H04M03.11,
Q18135,C24H10.1 CELE_C24H10.1,
Q18669,C47D12.4 CELE_C47D12.4,
Q7YX88,C15H11.11 CELE_C15H11.11,
Q20037,CELE_F35D11.8 F35D11.8,clec-137
A0A2K5ATW8,C13F10.8 CELE_C13F10.8,
B1V8J3,CELE_Y43F8B.4 Y43F8B.4,phy-4
A0A0K3AVJ4,CELE_F48G7.12 F48G7.12,
Q18208,C26C6.6 CELE_C26C6.6,
H2KZB5,C44E12.3 CELE_C44E12.3,twk-17
A0A061AL87,CELE_F36H1.2 F36H1.2,kdin-1
Q2HQL4,CELE_Y105C5B.28 Y105C5B.28,gln-3
G3MU48,C01A2.1 CELE_C01A2.1,
G5EGR4,C34E11.3 CELE_C34E11.3,tag-241
H8W3X2,C02E7.4 CELE_C02E7.4,srh-22
Q965L6,CELE_F34D6.6 F34D6.6,sri-61
I7J4C6,CELE_K07F5.15 K07F5.15,
Q86DM2,CELE_Y73B6BL.41 Y73B6BL.41,srv-27
C6ELT9,CELE_K09E10.1 K09E10.1,oac-57
Q20929,CELE_F57B7.1 F57B7.1,dmsr-1
Q9BL69,CELE_Y54F10AL.2 Y54F10AL.2,smg-6
U4PDU4,CELE_F28E10.1 F28E10.1,
Q9BI63,CELE_F46F11.9 F46F11.9,trpp-8
Q19147,CELE_F07C3.2 F07C3.2,
G5EFF6,CELE_H02K04.2 H02K04.2,clec-228
G5ED19,CELE_Y62H9A.14 Y62H9A.14,
Q19803,CELE_F26A1.13 F26A1.13,
I7LHV9,CELE_ZK783.1 ZK783.1,fbn-1
Q9XVW8,CELE_F54D5.15 F54D5.15,
A8WFJ7,C06G1.1 CELE_C06G1.1,
O45021,CELE_ZC123.1 ZC123.1,
E3W751,CELE_T26H5.4 T26H5.4,
H2KZ79,C35E7.5 CELE_C35E7.5,
Q71VM3,,
G5ECK7,C39E9.14 CELE_C39E9.14,dli-1
A0A218NGS1,,lin-15B
Q9BL70,CELE_Y53G8AM.8 Y53G8AM.8,
Q95QX5,C07A12.7 CELE_C07A12.7,
P91245,CELE_F11G11.5 F11G11.5,
D5MCQ7,CELE_R10E4.2 R10E4.2,sup-26
Q7Z1R1,CELE_F46H5.2 F46H5.2,
Q20959,CELE_F58A6.1 F58A6.1,
Q9N439,CELE_Y37E11AM.2 Y37E11AM.2,
A0A0S4XRH7,CELE_DH11.1 DH11.1,glna-2
O45078,C17H12.8 CELE_C17H12.8,
Q86ME9,CELE_F26D12.1 F26D12.1,fkh-7
C2BR92,C39B5.14 CELE_C39B5.14,
H8W3Z6,CELE_K02D10.8 K02D10.8,
Q7JMB8,CELE_R10E4.2 R10E4.2,sup-26
Q9NA98,CELE_Y53F4B.22 Y53F4B.22,arp-1
Q9GTC9,,
B5U8P0,CELE_D1086.12 D1086.12,
Q20477,CELE_F46G10.2 F46G10.2,
O02362,CELE_F35E12.10 F35E12.10,
Q93759,CELE_F53C11.7 F53C11.7,swan-2
Q9XW37,CELE_Y69E1A.5 Y69E1A.5,
Q9TY08,CELE_ZC155.7 ZC155.7,syx-16
G1K0Y1,CELE_F22G12.5 F22G12.5,
Q9TX97,,
A0A0K3AYJ4,CELE_F25E2.5 F25E2.5,daf-3
Q17626,C04G2.8 CELE_C04G2.8,spch-1
Q9BMK8,,
Q968A3,,
Q8MXH3,CELE_T09A12.5 T09A12.5,serp-1.2
Q20053,CELE_F35G12.10 F35G12.10,asb-1
Q8T5Y7,,
U4PFA8,CELE_F21C3.1 F21C3.1,twk-1
Q17979,C14C11.2 CELE_C14C11.2,
H2B4M5,,fln-2
Q8WTJ8,CELE_Y51F10.2 Y51F10.2,
Q9GTE7,,
H2L0D2,CELE_H28G03.2 H28G03.2,
Q7M3K6,,
Q94368,,
A5HWA5,CELE_Y46G5A.18 Y46G5A.18,
A0A3P6PB36,CELE_K09E2.2 K09E2.2,
Q8MYM7,CELE_Y39B6A.37 Y39B6A.37,
V6CKQ3,CELE_F53G12.5 F53G12.5,mex-3
G4XR20,,COX3
Q5TYK5,C06A5.3 CELE_C06A5.3,
Q9GV91,,kap
O02096,C18E3.6 CELE_C18E3.6,cas-2
I7FW40,K09A9.2,rab-14
O44954,C34B2.7 CELE_C34B2.7,sdha-2
E2JL05,CELE_T23G11.5 T23G11.5,rlbp-1
C4ALD8,CELE_F38A6.2 F38A6.2,elp-1
Q9TZ22,CELE_T12B5.3 T12B5.3,fbxa-10
Q22590,CELE_T19E10.1 T19E10.1,ect-2
Q23597,CELE_ZK809.3 ZK809.3,
Q17473,B0334.1 CELE_B0334.1,ttr-18
Q564W1,CELE_F35C12.3 F35C12.3,
Q8MQG0,B0350.2 CELE_B0350.2,unc-44
Q20716,CELE_F53B7.3 F53B7.3,isy-1
Q09603,CELE_R06F6.9 R06F6.9,ech-4
Q0G840,CELE_M106.3 M106.3,
A0A1N7SZG0,CELE_T04C12.33 T04C12.33,
Q20964,CELE_F58B3.1 F58B3.1,lys-4
Q9XVU9,CELE_T03F7.7 T03F7.7,
Q8ITY1,CELE_W05G11.6 W05G11.6,pck-1
A0A1T5HUI7,CELE_H05L14.2 H05L14.2,
Q09957,C18A3.2 CELE_C18A3.2,zipt-3
Q17889,C10A4.5 CELE_C10A4.5,gad-2
O62139,CELE_F08A8.4 F08A8.4,acox-1.4
Q9BLB5,CELE_H31G24.4 H31G24.4,cyb-2.2
Q7K798,CELE_Y106G6H.2 Y106G6H.2,pab-1
W6RS16,CELE_Y71G12B.6 Y71G12B.6,
O17577,C06H5.1 CELE_C06H5.1,fbxa-156
G5ECX8,CELE_K10C8.3 K10C8.3,istr-1
U4PMS9,CELE_Y67D8A.2 Y67D8A.2,
Q19070,,eft-1
A0A078BS47,C30G4.4 CELE_C30G4.4,
Q86NF9,,vab-10
E3W755,CELE_F52B11.1 F52B11.1,cfp-1
A0A3P6P985,CELE_F27B3.2 F27B3.2,acr-21
Q19188,CELE_F08B12.1 F08B12.1,prmn-1
O45719,CELE_R11H6.2 R11H6.2,
G8JY83,CELE_F25B5.4 F25B5.4,ubq-1
Q8MQ63,CELE_F34D10.6 F34D10.6,
Q9TYI6,,Cehd-7
O44803,CELE_F14D2.11 F14D2.11,
Q9XVA6,CELE_F01D5.9 F01D5.9,cyp-37a1
Q9BJK7,,
Q4TT81,CELE_F53F10.8 F53F10.8,
O45430,CELE_F32B6.2 F32B6.2,mccc-1
C6FGL0,,unc-82
A0A486WWC7,CELE_Y32H12A.8 Y32H12A.8,
O45006,CELE_W03D8.9 W03D8.9,
D5L4M4,,ftr-1
O01590,CELE_K09H11.1 K09H11.1,acds-10
Q9U6W4,,ceclc-5
Q9XVP4,CELE_F35C12.3 F35C12.3,
O16660,C03H5.1 CELE_C03H5.1,clec-10
U4PEY4,B0546.2 CELE_B0546.2,otub-4
Q9BKX3,CELE_Y22D7AR.11 Y22D7AR.11,fbxa-13
Q86DD3,CELE_Y69A2AR.7 Y69A2AR.7,epg-9
Q5W612,CELE_K07H8.2 K07H8.2,
Q23166,CELE_W04G3.5 W04G3.5,
Q6QUQ4,,srp-8
Q7JM05,CELE_F28C6.4 F28C6.4,pigg-1
Q9GRE9,,
Q8I4L6,CELE_F10A3.4 F10A3.4,
O17587,C15H11.8 CELE_C15H11.8,rpoa-12
A0A0K3AUX0,CELE_Y111B2A.14 Y111B2A.14,pqn-80
X5LV72,CELE_Y37E3.11 Y37E3.11,pcyt-2.1
Q9U1Y0,CELE_Y62E10A.5 Y62E10A.5,agt-1
Q8WQA8,CELE_Y105E8A.16 Y105E8A.16,rps-20
Q7YX61,C40H1.8 CELE_C40H1.8,
Q2MGE5,CELE_K03E5.2 K03E5.2,clik-3
H9G346,CELE_T10C6.15 T10C6.15,
Q2L6U6,CELE_D2023.1 D2023.1,
A5A8N8,CELE_W08E12.8 W08E12.8,
I2HAI9,CELE_Y106G6H.6 Y106G6H.6,
G5ECJ3,C06B8.2 CELE_C06B8.2,
A0A168HAZ2,CELE_Y45G5AM.2 Y45G5AM.2,pid-5
O01459,C03G6.16 CELE_C03G6.16,srsx-24
V6CLA7,C34D4.14 CELE_C34D4.14,hecd-1
Q18407,C33H5.10 CELE_C33H5.10,tag-322
A0A4V0INN2,CELE_H20J18.1 H20J18.1,scd-1
A0A0K3AR68,C17D12.2 CELE_C17D12.2,unc-75
C6KRJ1,C33D9.13 CELE_C33D9.13,
H2L065,CELE_F53G2.4 F53G2.4,pqn-42
B2D6N0,CELE_K04G2.7 K04G2.7,
Q9BI73,CELE_R151.2 R151.2,
Q5ZR39,CELE_T07H8.4 T07H8.4,mec-1
Q18631,C44H9.6 CELE_C44H9.6,
Q5WRR5,CELE_F20D6.12 F20D6.12,
Q17984,C14E2.3 CELE_C14E2.3,
Q9NEZ8,CELE_Y105E8A.4 Y105E8A.4,ech-7
Q17813,C08B6.1 CELE_C08B6.1,ugt-17
Q4JFB7,CELE_T02E1.3 T02E1.3,gla-3
Q9NET2,CELE_Y39B6A.5 Y39B6A.5,
Q9XUW2,CELE_F59A1.7 F59A1.7,fbxa-108
A2V8C4,CELE_Y41D4B.24 Y41D4B.24,
O17164,C24H12.2 CELE_C24H12.2,
A0A0K3AY91,CELE_Y39B6A.40 Y39B6A.40,sws-1
Q7YXA2,CELE_T08G3.12 T08G3.12,srh-138
Q9BKX7,CELE_Y22D7AR.7 Y22D7AR.7,
F5GUF3,CELE_F09C6.11 F09C6.11,
H2KYV3,C18B2.5 CELE_C18B2.5,
Q20051,CELE_F35G12.7 F35G12.7,
H2L0E6,CELE_K05B2.5 K05B2.5,mct-4
V6CJD2,C46G7.4 CELE_C46G7.4,pqn-22
U4PM12,CELE_T06E4.21 T06E4.21,
Q9N3J6,CELE_Y51H7BR.1 Y51H7BR.1,fbxb-42
Q9XXF6,CELE_Y37A1B.11 Y37A1B.11,egl-23
Q9U3K4,CELE_F09B12.1 F09B12.1,mlt-9
Q9BL29,CELE_Y71H2AM.2 Y71H2AM.2,
Q17655,C05C9.2 CELE_C05C9.2,
Q9TYJ7,CELE_Y66H1A.2 Y66H1A.2,dpm-1
H9G313,C25F9.14 CELE_C25F9.14,
A0A2K5ATN8,CELE_Y71G12A.5 Y71G12A.5,
Q17738,C06E8.5 CELE_C06E8.5,
P90912,CELE_K07A1.7 K07A1.7,cri-1
Q4W524,C17F4.11 CELE_C17F4.11,
H9G350,CELE_ZC101.2 ZC101.2,unc-52
A0A0K3AV85,CELE_Y32G9A.2 Y32G9A.2,
Q4PIW9,C45G9.14 CELE_C45G9.14,
Q18768,C51E3.1 CELE_C51E3.1,srsx-26
Q9N5Q7,CELE_F59H6.5 F59H6.5,
O17882,CELE_F49C5.5 F49C5.5,
G5EF20,CELE_T25B9.3 T25B9.3,
Q86DA9,CELE_Y75B12B.10 Y75B12B.10,
Q8MPY3,CELE_T04A6.1 T04A6.1,
Q19349,CELE_F11C7.2 F11C7.2,
Q9U2P2,CELE_Y37A1B.10 Y37A1B.10,srw-63
A3KFD9,CELE_R07C3.7 R07C3.7,fbxc-29
Q8IFY0,C44C3.6 CELE_C44C3.6,srw-117
Q20739,CELE_F54B11.2 F54B11.2,col-44
Q9U204,CELE_Y57G11C.33 Y57G11C.33,
Q9GZF5,C18H7.1 CELE_C18H7.1,
Q9XVB4,CELE_F01D5.3 F01D5.3,
O62308,CELE_M01G12.1 M01G12.1,sri-14
Q22684,CELE_T22E5.6 T22E5.6,
Q18392,C33G8.12 CELE_C33G8.12,nhr-163
P91872,CELE_F32H2.8 F32H2.8,
Q21398,CELE_K09E3.2 K09E3.2,
G5EDT9,CELE_F36A2.13 F36A2.13,ubr-5
Q22091,CELE_T01H3.5 T01H3.5,
O62406,CELE_Y17D7B.6 Y17D7B.6,clec-256
B3WFX1,CELE_F17B5.9 F17B5.9,rgba-1
Q17776,C07B5.3 CELE_C07B5.3,
Q9XUE1,CELE_F55G11.6 F55G11.6,
H2KZC2,CELE_H16O14.1 H16O14.1,kcc-2
O17122,CELE_M151.6 M151.6,fbxb-32
O01601,CELE_T10E9.6 T10E9.6,
O01823,CELE_F57C9.2 F57C9.2,clec-90
Q9XUU0,CELE_K06G5.3 K06G5.3,
A0A061AD72,CELE_F36H1.2 F36H1.2,kdin-1
Q8IG32,CELE_F09E5.16 F09E5.16,
H9G2X6,CELE_D1054.9 D1054.9,
A0A1C3NSR4,CELE_K04G11.5 K04G11.5,irk-3
Q23542,CELE_ZK593.5 ZK593.5,dnc-1
O01572,CELE_F48C1.6 F48C1.6,
Q9TYK9,CELE_Y9D1A.1 Y9D1A.1,
Q9N3R3,CELE_Y47G6A.26 Y47G6A.26,
Q7YTM6,CELE_F36H1.11 F36H1.11,
O45356,CELE_F13A7.8 F13A7.8,sri-65
A0A0K3AUY4,CELE_Y66D12A.16 Y66D12A.16,
A0A168H4M8,CELE_F32D1.1 F32D1.1,figl-1
C5VUJ9,CELE_Y105C5A.508 Y105C5A.508,
A0A2K5ATU5,C56G2.1 CELE_C56G2.1,akap-1
H2KZ81,C36E6.1 CELE_C36E6.1,fubl-3
Q9U2V5,CELE_Y116A8C.16 Y116A8C.16,rom-4
F5GUC9,CELE_F28C1.2 F28C1.2,egl-10
A0A163VTS9,CELE_T21E12.4 T21E12.4,dhc-1
A0A061AKL8,C28D4.10 CELE_C28D4.10,
Q9XUT5,CELE_K08C9.1 K08C9.1,
Q18226,C26E6.1 CELE_C26E6.1,
P90770,C34B7.2 CELE_C34B7.2,
A0A0K3ARQ1,B0348.10 CELE_B0348.10,
O45238,C01G12.7 CELE_C01G12.7,
Q9NAP4,CELE_K10D6.2 K10D6.2,
O17631,C31G12.3 CELE_C31G12.3,
Q19181,CELE_F07H5.7 F07H5.7,
U4PDW0,CELE_Y54E2A.4 Y54E2A.4,
Q9XX86,CELE_Y102A5C.19 Y102A5C.19,fbxa-90
Q8MPW0,CELE_T21C9.3 T21C9.3,del-6
A2V8C3,CELE_H01M10.3 H01M10.3,ttr-42
H2KYD8,CELE_ZC21.6 ZC21.6,
Q9TZ25,CELE_T12B5.13 T12B5.13,fbxa-23
A0A061AL62,CELE_Y37A1B.11 Y37A1B.11,egl-23
G4S102,CELE_F02E11.2 F02E11.2,
Q19228,CELE_F08H9.4 F08H9.4,
G5EFF9,CELE_F11A3.2 F11A3.2,eif-2bdelta
Q3V5I9,CELE_Y97E10AR.8 Y97E10AR.8,
O17731,CELE_D2023.4 D2023.4,
E3W728,C09H10.5 CELE_C09H10.5,
F0IWT2,CELE_F56A6.2 F56A6.2,hum-7
Q17994,C14F11.1 CELE_C14F11.1,got-2.2
Q9TZ85,CELE_F54D10.2 F54D10.2,fbxa-24
Q56VZ5,CELE_Y66C5A.2 Y66C5A.2,
A5PEX8,CELE_Y60A3A.19 Y60A3A.19,
O61922,C18G1.8 CELE_C18G1.8,
Q8MQ96,C54D1.7 CELE_C54D1.7,
Q9XXM2,CELE_W06B3.1 W06B3.1,nmat-1
Q23352,CELE_ZC487.4 ZC487.4,grl-9
G5EE34,CELE_W04E12.7 W04E12.7,
B9WRT7,CELE_F49C5.12 F49C5.12,
A3QMB0,C42C1.1 CELE_C42C1.1,sre-14
Q19764,CELE_F23H12.5 F23H12.5,
Q9TXM5,CELE_F52D2.9 F52D2.9,str-79
Q9N5Z9,B0524.3 CELE_B0524.3,
Q9N5G0,CELE_R05D8.3 R05D8.3,srh-56
O17663,C41G6.11 CELE_C41G6.11,sri-24
A0A2K5AU03,C09G1.5 CELE_C09G1.5,
Q9TYW7,CELE_W05E7.1 W05E7.1,grd-3
Q19489,CELE_F15H10.5 F15H10.5,
Q966H6,CELE_M02H5.12 M02H5.12,srbc-57
Q86D26,B0391.12 CELE_B0391.12,str-263
Q9XTT3,CELE_Y49E10.20 Y49E10.20,scav-3
Q18771,C51E3.6 CELE_C51E3.6,
Q9U2T8,CELE_Y116A8C.38 Y116A8C.38,
A0A4V0IK39,CELE_K02H8.1 K02H8.1,mbl-1
P91096,C24A8.1 CELE_C24A8.1,dop-6
A5JYY8,CELE_M04C9.1 M04C9.1,
Q965N7,CELE_Y46E12BL.3 Y46E12BL.3,spsb-2
Q20075,CELE_F35H10.2 F35H10.2,
A0A0M9JJ97,CELE_Y19D10A.8 Y19D10A.8,
Q9U330,CELE_W09C5.7 W09C5.7,
Q1T6W8,CELE_Y46E12A.4 Y46E12A.4,tbx-43
O16244,C13D9.3 CELE_C13D9.3,srr-8
Q4JFH6,C28C12.7 CELE_C28C12.7,spp-10
J7RNJ4,C54D10.8 CELE_C54D10.8,pals-38
P90779,C55A6.4 CELE_C55A6.4,
A4UVJ7,CELE_ZC449.6 ZC449.6,hsd-3
Q9XXR4,CELE_Y51A2D.9 Y51A2D.9,ttr-24
Q18647,C46A5.4 CELE_C46A5.4,
Q95Q40,CELE_ZC13.3 ZC13.3,mam-1
Q09934,CELE_K07C10.1 K07C10.1,ptr-13
G5ECY3,CELE_F15H10.8 F15H10.8,
